index,x,y
a-10.8x-21.6,-10.8,-21.6
a-7.2x-21.6,-7.2,-21.6
a-3.6x-21.6,-3.6,-21.6
a0x-21.6,0,-21.6
a3.6x-21.6,3.6,-21.6
a7.2x-21.6,7.2,-21.6
a10.8x-21.6,10.8,-21.6
a14.4x-21.6,14.4,-21.6
a18x-21.6,18,-21.6
a21.6x-21.6,21.6,-21.6
a25.2x-21.6,25.2,-21.6
a28.8x-21.6,28.8,-21.6
a32.4x-21.6,32.4,-21.6
a36x-21.6,36,-21.6
a39.6x-21.6,39.6,-21.6
a43.2x-21.6,43.2,-21.6
a46.8x-21.6,46.8,-21.6
a50.4x-21.6,50.4,-21.6
a54x-21.6,54,-21.6
a57.6x-21.6,57.6,-21.6
a61.2x-21.6,61.2,-21.6
a64.8x-21.6,64.8,-21.6
a68.4x-21.6,68.4,-21.6
a72x-21.6,72,-21.6
a75.6x-21.6,75.6,-21.6
a79.2x-21.6,79.2,-21.6
a82.8x-21.6,82.8,-21.6
a86.4x-21.6,86.4,-21.6
a90x-21.6,90,-21.6
a93.6x-21.6,93.6,-21.6
a97.2x-21.6,97.2,-21.6
a100.8x-21.6,100.8,-21.6
a104.4x-21.6,104.4,-21.6
a108x-21.6,108,-21.6
a111.6x-21.6,111.6,-21.6
a115.2x-21.6,115.2,-21.6
a118.8x-21.6,118.8,-21.6
a122.4x-21.6,122.4,-21.6
a126x-21.6,126,-21.6
a129.6x-21.6,129.6,-21.6
a133.2x-21.6,133.2,-21.6
a136.8x-21.6,136.8,-21.6
a140.4x-21.6,140.4,-21.6
a144x-21.6,144,-21.6
a147.6x-21.6,147.6,-21.6
a151.2x-21.6,151.2,-21.6
a154.8x-21.6,154.8,-21.6
a158.4x-21.6,158.4,-21.6
a162x-21.6,162,-21.6
a165.6x-21.6,165.6,-21.6
a169.2x-21.6,169.2,-21.6
a172.8x-21.6,172.8,-21.6
a176.4x-21.6,176.4,-21.6
a-180x-18,-180,-18
a-176.4x-18,-176.4,-18
a-172.8x-18,-172.8,-18
a-169.2x-18,-169.2,-18
a-165.6x-18,-165.6,-18
a-162x-18,-162,-18
a-158.4x-18,-158.4,-18
a-154.8x-18,-154.8,-18
a-151.2x-18,-151.2,-18
a-147.6x-18,-147.6,-18
a-144x-18,-144,-18
a-140.4x-18,-140.4,-18
a-136.8x-18,-136.8,-18
a-133.2x-18,-133.2,-18
a-129.6x-18,-129.6,-18
a-126x-18,-126,-18
a-122.4x-18,-122.4,-18
a-118.8x-18,-118.8,-18
a-115.2x-18,-115.2,-18
a-111.6x-18,-111.6,-18
a-108x-18,-108,-18
a-104.4x-18,-104.4,-18
a-100.8x-18,-100.8,-18
a-97.2x-18,-97.2,-18
a-93.6x-18,-93.6,-18
a-90x-18,-90,-18
a-86.4x-18,-86.4,-18
a-82.8x-18,-82.8,-18
a-79.2x-18,-79.2,-18
a-75.6x-18,-75.6,-18
a-72x-18,-72,-18
a-68.4x-18,-68.4,-18
a-64.8x-18,-64.8,-18
a-61.2x-18,-61.2,-18
a-57.6x-18,-57.6,-18
a-54x-18,-54,-18
a-50.4x-18,-50.4,-18
a-46.8x-18,-46.8,-18
a-43.2x-18,-43.2,-18
a-39.6x-18,-39.6,-18
a-36x-18,-36,-18
a-32.4x-18,-32.4,-18
a-28.8x-18,-28.8,-18
a-25.2x-18,-25.2,-18
a-21.6x-18,-21.6,-18
a-18x-18,-18,-18
a-14.4x-18,-14.4,-18
a-10.8x-18,-10.8,-18
a-7.2x-18,-7.2,-18
a-3.6x-18,-3.6,-18
a0x-18,0,-18
a3.6x-18,3.6,-18
a7.2x-18,7.2,-18
a10.8x-18,10.8,-18
a14.4x-18,14.4,-18
a18x-18,18,-18
a21.6x-18,21.6,-18
a25.2x-18,25.2,-18
a28.8x-18,28.8,-18
a32.4x-18,32.4,-18
a36x-18,36,-18
a39.6x-18,39.6,-18
a43.2x-18,43.2,-18
a46.8x-18,46.8,-18
a50.4x-18,50.4,-18
a54x-18,54,-18
a57.6x-18,57.6,-18
a61.2x-18,61.2,-18
a64.8x-18,64.8,-18
a68.4x-18,68.4,-18
a72x-18,72,-18
a75.6x-18,75.6,-18
a79.2x-18,79.2,-18
a82.8x-18,82.8,-18
a86.4x-18,86.4,-18
a90x-18,90,-18
a93.6x-18,93.6,-18
a97.2x-18,97.2,-18
a100.8x-18,100.8,-18
a104.4x-18,104.4,-18
a108x-18,108,-18
a111.6x-18,111.6,-18
a115.2x-18,115.2,-18
a118.8x-18,118.8,-18
a122.4x-18,122.4,-18
a126x-18,126,-18
a129.6x-18,129.6,-18
a133.2x-18,133.2,-18
a136.8x-18,136.8,-18
a140.4x-18,140.4,-18
a144x-18,144,-18
a147.6x-18,147.6,-18
a151.2x-18,151.2,-18
a154.8x-18,154.8,-18
a158.4x-18,158.4,-18
a162x-18,162,-18
a165.6x-18,165.6,-18
a169.2x-18,169.2,-18
a172.8x-18,172.8,-18
a176.4x-18,176.4,-18
a-180x-14.4,-180,-14.4
a-176.4x-14.4,-176.4,-14.4
a-172.8x-14.4,-172.8,-14.4
a-169.2x-14.4,-169.2,-14.4
a-165.6x-14.4,-165.6,-14.4
a-162x-14.4,-162,-14.4
a-158.4x-14.4,-158.4,-14.4
a-154.8x-14.4,-154.8,-14.4
a-151.2x-14.4,-151.2,-14.4
a-147.6x-14.4,-147.6,-14.4
a-144x-14.4,-144,-14.4
a-140.4x-14.4,-140.4,-14.4
a-136.8x-14.4,-136.8,-14.4
a-133.2x-14.4,-133.2,-14.4
a-129.6x-14.4,-129.6,-14.4
a-126x-14.4,-126,-14.4
a-122.4x-14.4,-122.4,-14.4
a-118.8x-14.4,-118.8,-14.4
a-115.2x-14.4,-115.2,-14.4
a-111.6x-14.4,-111.6,-14.4
a-108x-14.4,-108,-14.4
a-104.4x-14.4,-104.4,-14.4
a-100.8x-14.4,-100.8,-14.4
a-97.2x-14.4,-97.2,-14.4
a-93.6x-14.4,-93.6,-14.4
a-90x-14.4,-90,-14.4
a-86.4x-14.4,-86.4,-14.4
a-82.8x-14.4,-82.8,-14.4
a-79.2x-14.4,-79.2,-14.4
a-75.6x-14.4,-75.6,-14.4
a-72x-14.4,-72,-14.4
a-68.4x-14.4,-68.4,-14.4
a-64.8x-14.4,-64.8,-14.4
a-61.2x-14.4,-61.2,-14.4
a-57.6x-14.4,-57.6,-14.4
a-54x-14.4,-54,-14.4
a-50.4x-14.4,-50.4,-14.4
a-46.8x-14.4,-46.8,-14.4
a-43.2x-14.4,-43.2,-14.4
a-39.6x-14.4,-39.6,-14.4
a-36x-14.4,-36,-14.4
a-32.4x-14.4,-32.4,-14.4
a-28.8x-14.4,-28.8,-14.4
a-25.2x-14.4,-25.2,-14.4
a-21.6x-14.4,-21.6,-14.4
a-18x-14.4,-18,-14.4
a-14.4x-14.4,-14.4,-14.4
a-10.8x-14.4,-10.8,-14.4
a-7.2x-14.4,-7.2,-14.4
a-3.6x-14.4,-3.6,-14.4
a0x-14.4,0,-14.4
a3.6x-14.4,3.6,-14.4
a7.2x-14.4,7.2,-14.4
a10.8x-14.4,10.8,-14.4
a14.4x-14.4,14.4,-14.4
a18x-14.4,18,-14.4
a21.6x-14.4,21.6,-14.4
a25.2x-14.4,25.2,-14.4
a28.8x-14.4,28.8,-14.4
a32.4x-14.4,32.4,-14.4
a36x-14.4,36,-14.4
a39.6x-14.4,39.6,-14.4
a43.2x-14.4,43.2,-14.4
a46.8x-14.4,46.8,-14.4
a50.4x-14.4,50.4,-14.4
a54x-14.4,54,-14.4
a57.6x-14.4,57.6,-14.4
a61.2x-14.4,61.2,-14.4
a64.8x-14.4,64.8,-14.4
a68.4x-14.4,68.4,-14.4
a72x-14.4,72,-14.4
a75.6x-14.4,75.6,-14.4
a79.2x-14.4,79.2,-14.4
a82.8x-14.4,82.8,-14.4
a86.4x-14.4,86.4,-14.4
a90x-14.4,90,-14.4
a93.6x-14.4,93.6,-14.4
a97.2x-14.4,97.2,-14.4
a100.8x-14.4,100.8,-14.4
a104.4x-14.4,104.4,-14.4
a108x-14.4,108,-14.4
a111.6x-14.4,111.6,-14.4
a115.2x-14.4,115.2,-14.4
a118.8x-14.4,118.8,-14.4
a122.4x-14.4,122.4,-14.4
a126x-14.4,126,-14.4
a129.6x-14.4,129.6,-14.4
a133.2x-14.4,133.2,-14.4
a136.8x-14.4,136.8,-14.4
a140.4x-14.4,140.4,-14.4
a144x-14.4,144,-14.4
a147.6x-14.4,147.6,-14.4
a151.2x-14.4,151.2,-14.4
a154.8x-14.4,154.8,-14.4
a158.4x-14.4,158.4,-14.4
a162x-14.4,162,-14.4
a165.6x-14.4,165.6,-14.4
a169.2x-14.4,169.2,-14.4
a172.8x-14.4,172.8,-14.4
a176.4x-14.4,176.4,-14.4
a-180x-10.8,-180,-10.8
a-176.4x-10.8,-176.4,-10.8
a-172.8x-10.8,-172.8,-10.8
a-169.2x-10.8,-169.2,-10.8
a-165.6x-10.8,-165.6,-10.8
a-162x-10.8,-162,-10.8
a-158.4x-10.8,-158.4,-10.8
a-154.8x-10.8,-154.8,-10.8
a-151.2x-10.8,-151.2,-10.8
a-147.6x-10.8,-147.6,-10.8
a-144x-10.8,-144,-10.8
a-140.4x-10.8,-140.4,-10.8
a-136.8x-10.8,-136.8,-10.8
a-133.2x-10.8,-133.2,-10.8
a-129.6x-10.8,-129.6,-10.8
a-126x-10.8,-126,-10.8
a-122.4x-10.8,-122.4,-10.8
a-118.8x-10.8,-118.8,-10.8
a-115.2x-10.8,-115.2,-10.8
a-111.6x-10.8,-111.6,-10.8
a-108x-10.8,-108,-10.8
a-104.4x-10.8,-104.4,-10.8
a-100.8x-10.8,-100.8,-10.8
a-97.2x-10.8,-97.2,-10.8
a-93.6x-10.8,-93.6,-10.8
a-90x-10.8,-90,-10.8
a-86.4x-10.8,-86.4,-10.8
a-82.8x-10.8,-82.8,-10.8
a-79.2x-10.8,-79.2,-10.8
a-75.6x-10.8,-75.6,-10.8
a-72x-10.8,-72,-10.8
a-68.4x-10.8,-68.4,-10.8
a-64.8x-10.8,-64.8,-10.8
a-61.2x-10.8,-61.2,-10.8
a-57.6x-10.8,-57.6,-10.8
a-54x-10.8,-54,-10.8
a-50.4x-10.8,-50.4,-10.8
a-46.8x-10.8,-46.8,-10.8
a-43.2x-10.8,-43.2,-10.8
a-39.6x-10.8,-39.6,-10.8
a-36x-10.8,-36,-10.8
a-32.4x-10.8,-32.4,-10.8
a-28.8x-10.8,-28.8,-10.8
a-25.2x-10.8,-25.2,-10.8
a-21.6x-10.8,-21.6,-10.8
a-18x-10.8,-18,-10.8
a-14.4x-10.8,-14.4,-10.8
a-10.8x-10.8,-10.8,-10.8
a-7.2x-10.8,-7.2,-10.8
a-3.6x-10.8,-3.6,-10.8
a0x-10.8,0,-10.8
a3.6x-10.8,3.6,-10.8
a7.2x-10.8,7.2,-10.8
a10.8x-10.8,10.8,-10.8
a14.4x-10.8,14.4,-10.8
a18x-10.8,18,-10.8
a21.6x-10.8,21.6,-10.8
a25.2x-10.8,25.2,-10.8
a28.8x-10.8,28.8,-10.8
a32.4x-10.8,32.4,-10.8
a36x-10.8,36,-10.8
a39.6x-10.8,39.6,-10.8
a43.2x-10.8,43.2,-10.8
a46.8x-10.8,46.8,-10.8
a50.4x-10.8,50.4,-10.8
a54x-10.8,54,-10.8
a57.6x-10.8,57.6,-10.8
a61.2x-10.8,61.2,-10.8
a64.8x-10.8,64.8,-10.8
a68.4x-10.8,68.4,-10.8
a72x-10.8,72,-10.8
a75.6x-10.8,75.6,-10.8
a79.2x-10.8,79.2,-10.8
a82.8x-10.8,82.8,-10.8
a86.4x-10.8,86.4,-10.8
a90x-10.8,90,-10.8
a93.6x-10.8,93.6,-10.8
a97.2x-10.8,97.2,-10.8
a100.8x-10.8,100.8,-10.8
a104.4x-10.8,104.4,-10.8
a108x-10.8,108,-10.8
a111.6x-10.8,111.6,-10.8
a115.2x-10.8,115.2,-10.8
a118.8x-10.8,118.8,-10.8
a122.4x-10.8,122.4,-10.8
a126x-10.8,126,-10.8
a129.6x-10.8,129.6,-10.8
a133.2x-10.8,133.2,-10.8
a136.8x-10.8,136.8,-10.8
a140.4x-10.8,140.4,-10.8
a144x-10.8,144,-10.8
a147.6x-10.8,147.6,-10.8
a151.2x-10.8,151.2,-10.8
a154.8x-10.8,154.8,-10.8
a158.4x-10.8,158.4,-10.8
a162x-10.8,162,-10.8
a165.6x-10.8,165.6,-10.8
a169.2x-10.8,169.2,-10.8
a172.8x-10.8,172.8,-10.8
a176.4x-10.8,176.4,-10.8
a-180x-7.2,-180,-7.2
a-176.4x-7.2,-176.4,-7.2
a-172.8x-7.2,-172.8,-7.2
a-169.2x-7.2,-169.2,-7.2
a-165.6x-7.2,-165.6,-7.2
a-162x-7.2,-162,-7.2
a-158.4x-7.2,-158.4,-7.2
a-154.8x-7.2,-154.8,-7.2
a-151.2x-7.2,-151.2,-7.2
a-147.6x-7.2,-147.6,-7.2
a-144x-7.2,-144,-7.2
a-140.4x-7.2,-140.4,-7.2
a-136.8x-7.2,-136.8,-7.2
a-133.2x-7.2,-133.2,-7.2
a-129.6x-7.2,-129.6,-7.2
a-126x-7.2,-126,-7.2
a-122.4x-7.2,-122.4,-7.2
a-118.8x-7.2,-118.8,-7.2
a-115.2x-7.2,-115.2,-7.2
a-111.6x-7.2,-111.6,-7.2
a-108x-7.2,-108,-7.2
a-104.4x-7.2,-104.4,-7.2
a-100.8x-7.2,-100.8,-7.2
a-97.2x-7.2,-97.2,-7.2
a-93.6x-7.2,-93.6,-7.2
a-90x-7.2,-90,-7.2
a-86.4x-7.2,-86.4,-7.2
a-82.8x-7.2,-82.8,-7.2
a-79.2x-7.2,-79.2,-7.2
a-75.6x-7.2,-75.6,-7.2
a-72x-7.2,-72,-7.2
a-68.4x-7.2,-68.4,-7.2
a-64.8x-7.2,-64.8,-7.2
a-61.2x-7.2,-61.2,-7.2
a-57.6x-7.2,-57.6,-7.2
a-54x-7.2,-54,-7.2
a-50.4x-7.2,-50.4,-7.2
a-46.8x-7.2,-46.8,-7.2
a-43.2x-7.2,-43.2,-7.2
a-39.6x-7.2,-39.6,-7.2
a-36x-7.2,-36,-7.2
a-32.4x-7.2,-32.4,-7.2
a-28.8x-7.2,-28.8,-7.2
a-25.2x-7.2,-25.2,-7.2
a-21.6x-7.2,-21.6,-7.2
a-18x-7.2,-18,-7.2
a-14.4x-7.2,-14.4,-7.2
a-10.8x-7.2,-10.8,-7.2
a-7.2x-7.2,-7.2,-7.2
a-3.6x-7.2,-3.6,-7.2
a0x-7.2,0,-7.2
a3.6x-7.2,3.6,-7.2
a7.2x-7.2,7.2,-7.2
a10.8x-7.2,10.8,-7.2
a14.4x-7.2,14.4,-7.2
a18x-7.2,18,-7.2
a21.6x-7.2,21.6,-7.2
a25.2x-7.2,25.2,-7.2
a28.8x-7.2,28.8,-7.2
a32.4x-7.2,32.4,-7.2
a36x-7.2,36,-7.2
a39.6x-7.2,39.6,-7.2
a43.2x-7.2,43.2,-7.2
a46.8x-7.2,46.8,-7.2
a50.4x-7.2,50.4,-7.2
a54x-7.2,54,-7.2
a57.6x-7.2,57.6,-7.2
a61.2x-7.2,61.2,-7.2
a64.8x-7.2,64.8,-7.2
a68.4x-7.2,68.4,-7.2
a72x-7.2,72,-7.2
a75.6x-7.2,75.6,-7.2
a79.2x-7.2,79.2,-7.2
a82.8x-7.2,82.8,-7.2
a86.4x-7.2,86.4,-7.2
a90x-7.2,90,-7.2
a93.6x-7.2,93.6,-7.2
a97.2x-7.2,97.2,-7.2
a100.8x-7.2,100.8,-7.2
a104.4x-7.2,104.4,-7.2
a108x-7.2,108,-7.2
a111.6x-7.2,111.6,-7.2
a115.2x-7.2,115.2,-7.2
a118.8x-7.2,118.8,-7.2
a122.4x-7.2,122.4,-7.2
a126x-7.2,126,-7.2
a129.6x-7.2,129.6,-7.2
a133.2x-7.2,133.2,-7.2
a136.8x-7.2,136.8,-7.2
a140.4x-7.2,140.4,-7.2
a144x-7.2,144,-7.2
a147.6x-7.2,147.6,-7.2
a151.2x-7.2,151.2,-7.2
a154.8x-7.2,154.8,-7.2
a158.4x-7.2,158.4,-7.2
a162x-7.2,162,-7.2
a165.6x-7.2,165.6,-7.2
a169.2x-7.2,169.2,-7.2
a172.8x-7.2,172.8,-7.2
a176.4x-7.2,176.4,-7.2
a-180x-3.6,-180,-3.6
a-176.4x-3.6,-176.4,-3.6
a-172.8x-3.6,-172.8,-3.6
a-169.2x-3.6,-169.2,-3.6
a-165.6x-3.6,-165.6,-3.6
a-162x-3.6,-162,-3.6
a-158.4x-3.6,-158.4,-3.6
a-154.8x-3.6,-154.8,-3.6
a-151.2x-3.6,-151.2,-3.6
a-147.6x-3.6,-147.6,-3.6
a-144x-3.6,-144,-3.6
a-140.4x-3.6,-140.4,-3.6
a-136.8x-3.6,-136.8,-3.6
a-133.2x-3.6,-133.2,-3.6
a-129.6x-3.6,-129.6,-3.6
a-126x-3.6,-126,-3.6
a-122.4x-3.6,-122.4,-3.6
a-118.8x-3.6,-118.8,-3.6
a-115.2x-3.6,-115.2,-3.6
a-111.6x-3.6,-111.6,-3.6
a-108x-3.6,-108,-3.6
a-104.4x-3.6,-104.4,-3.6
a-100.8x-3.6,-100.8,-3.6
a-97.2x-3.6,-97.2,-3.6
a-93.6x-3.6,-93.6,-3.6
a-90x-3.6,-90,-3.6
a-86.4x-3.6,-86.4,-3.6
a-82.8x-3.6,-82.8,-3.6
a-79.2x-3.6,-79.2,-3.6
a-75.6x-3.6,-75.6,-3.6
a-72x-3.6,-72,-3.6
a-68.4x-3.6,-68.4,-3.6
a-64.8x-3.6,-64.8,-3.6
a-61.2x-3.6,-61.2,-3.6
a-57.6x-3.6,-57.6,-3.6
a-54x-3.6,-54,-3.6
a-50.4x-3.6,-50.4,-3.6
a-46.8x-3.6,-46.8,-3.6
a-43.2x-3.6,-43.2,-3.6
a-39.6x-3.6,-39.6,-3.6
a-36x-3.6,-36,-3.6
a-32.4x-3.6,-32.4,-3.6
a-28.8x-3.6,-28.8,-3.6
a-25.2x-3.6,-25.2,-3.6
a-21.6x-3.6,-21.6,-3.6
a-18x-3.6,-18,-3.6
a-14.4x-3.6,-14.4,-3.6
a-10.8x-3.6,-10.8,-3.6
a-7.2x-3.6,-7.2,-3.6
a-3.6x-3.6,-3.6,-3.6
a0x-3.6,0,-3.6
a3.6x-3.6,3.6,-3.6
a7.2x-3.6,7.2,-3.6
a10.8x-3.6,10.8,-3.6
a14.4x-3.6,14.4,-3.6
a18x-3.6,18,-3.6
a21.6x-3.6,21.6,-3.6
a25.2x-3.6,25.2,-3.6
a28.8x-3.6,28.8,-3.6
a32.4x-3.6,32.4,-3.6
a36x-3.6,36,-3.6
a39.6x-3.6,39.6,-3.6
a43.2x-3.6,43.2,-3.6
a46.8x-3.6,46.8,-3.6
a50.4x-3.6,50.4,-3.6
a54x-3.6,54,-3.6
a57.6x-3.6,57.6,-3.6
a61.2x-3.6,61.2,-3.6
a64.8x-3.6,64.8,-3.6
a68.4x-3.6,68.4,-3.6
a72x-3.6,72,-3.6
a75.6x-3.6,75.6,-3.6
a79.2x-3.6,79.2,-3.6
a82.8x-3.6,82.8,-3.6
a86.4x-3.6,86.4,-3.6
a90x-3.6,90,-3.6
a93.6x-3.6,93.6,-3.6
a97.2x-3.6,97.2,-3.6
a100.8x-3.6,100.8,-3.6
a104.4x-3.6,104.4,-3.6
a108x-3.6,108,-3.6
a111.6x-3.6,111.6,-3.6
a115.2x-3.6,115.2,-3.6
a118.8x-3.6,118.8,-3.6
a122.4x-3.6,122.4,-3.6
a126x-3.6,126,-3.6
a129.6x-3.6,129.6,-3.6
a133.2x-3.6,133.2,-3.6
a136.8x-3.6,136.8,-3.6
a140.4x-3.6,140.4,-3.6
a144x-3.6,144,-3.6
a147.6x-3.6,147.6,-3.6
a151.2x-3.6,151.2,-3.6
a154.8x-3.6,154.8,-3.6
a158.4x-3.6,158.4,-3.6
a162x-3.6,162,-3.6
a165.6x-3.6,165.6,-3.6
a169.2x-3.6,169.2,-3.6
a172.8x-3.6,172.8,-3.6
a176.4x-3.6,176.4,-3.6
a-180x0,-180,0
a-176.4x0,-176.4,0
a-172.8x0,-172.8,0
a-169.2x0,-169.2,0
a-165.6x0,-165.6,0
a-162x0,-162,0
a-158.4x0,-158.4,0
a-154.8x0,-154.8,0
a-151.2x0,-151.2,0
a-147.6x0,-147.6,0
a-144x0,-144,0
a-140.4x0,-140.4,0
a-136.8x0,-136.8,0
a-133.2x0,-133.2,0
a-129.6x0,-129.6,0
a-126x0,-126,0
a-122.4x0,-122.4,0
a-118.8x0,-118.8,0
a-115.2x0,-115.2,0
a-111.6x0,-111.6,0
a-108x0,-108,0
a-104.4x0,-104.4,0
a-100.8x0,-100.8,0
a-97.2x0,-97.2,0
a-93.6x0,-93.6,0
a-90x0,-90,0
a-86.4x0,-86.4,0
a-82.8x0,-82.8,0
a-79.2x0,-79.2,0
a-75.6x0,-75.6,0
a-72x0,-72,0
a-68.4x0,-68.4,0
a-64.8x0,-64.8,0
a-61.2x0,-61.2,0
a-57.6x0,-57.6,0
a-54x0,-54,0
a-50.4x0,-50.4,0
a-46.8x0,-46.8,0
a-43.2x0,-43.2,0
a-39.6x0,-39.6,0
a-36x0,-36,0
a-32.4x0,-32.4,0
a-28.8x0,-28.8,0
a-25.2x0,-25.2,0
a-21.6x0,-21.6,0
a-18x0,-18,0
a-14.4x0,-14.4,0
a-10.8x0,-10.8,0
a-7.2x0,-7.2,0
a-3.6x0,-3.6,0
a0x0,0,0
a3.6x0,3.6,0
a7.2x0,7.2,0
a10.8x0,10.8,0
a14.4x0,14.4,0
a18x0,18,0
a21.6x0,21.6,0
a25.2x0,25.2,0
a28.8x0,28.8,0
a32.4x0,32.4,0
a36x0,36,0
a39.6x0,39.6,0
a43.2x0,43.2,0
a46.8x0,46.8,0
a50.4x0,50.4,0
a54x0,54,0
a57.6x0,57.6,0
a61.2x0,61.2,0
a64.8x0,64.8,0
a68.4x0,68.4,0
a72x0,72,0
a75.6x0,75.6,0
a79.2x0,79.2,0
a82.8x0,82.8,0
a86.4x0,86.4,0
a90x0,90,0
a93.6x0,93.6,0
a97.2x0,97.2,0
a100.8x0,100.8,0
a104.4x0,104.4,0
a108x0,108,0
a111.6x0,111.6,0
a115.2x0,115.2,0
a118.8x0,118.8,0
a122.4x0,122.4,0
a126x0,126,0
a129.6x0,129.6,0
a133.2x0,133.2,0
a136.8x0,136.8,0
a140.4x0,140.4,0
a144x0,144,0
a147.6x0,147.6,0
a151.2x0,151.2,0
a154.8x0,154.8,0
a158.4x0,158.4,0
a162x0,162,0
a165.6x0,165.6,0
a169.2x0,169.2,0
a172.8x0,172.8,0
a176.4x0,176.4,0
a-180x3.6,-180,3.6
a-176.4x3.6,-176.4,3.6
a-172.8x3.6,-172.8,3.6
a-169.2x3.6,-169.2,3.6
a-165.6x3.6,-165.6,3.6
a-162x3.6,-162,3.6
a-158.4x3.6,-158.4,3.6
a-154.8x3.6,-154.8,3.6
a-151.2x3.6,-151.2,3.6
a-147.6x3.6,-147.6,3.6
a-144x3.6,-144,3.6
a-140.4x3.6,-140.4,3.6
a-136.8x3.6,-136.8,3.6
a-133.2x3.6,-133.2,3.6
a-129.6x3.6,-129.6,3.6
a-126x3.6,-126,3.6
a-122.4x3.6,-122.4,3.6
a-118.8x3.6,-118.8,3.6
a-115.2x3.6,-115.2,3.6
a-111.6x3.6,-111.6,3.6
a-108x3.6,-108,3.6
a-104.4x3.6,-104.4,3.6
a-100.8x3.6,-100.8,3.6
a-97.2x3.6,-97.2,3.6
a-93.6x3.6,-93.6,3.6
a-90x3.6,-90,3.6
a-86.4x3.6,-86.4,3.6
a-82.8x3.6,-82.8,3.6
a-79.2x3.6,-79.2,3.6
a-75.6x3.6,-75.6,3.6
a-72x3.6,-72,3.6
a-68.4x3.6,-68.4,3.6
a-64.8x3.6,-64.8,3.6
a-61.2x3.6,-61.2,3.6
a-57.6x3.6,-57.6,3.6
a-54x3.6,-54,3.6
a-50.4x3.6,-50.4,3.6
a-46.8x3.6,-46.8,3.6
a-43.2x3.6,-43.2,3.6
a-39.6x3.6,-39.6,3.6
a-36x3.6,-36,3.6
a-32.4x3.6,-32.4,3.6
a-28.8x3.6,-28.8,3.6
a-25.2x3.6,-25.2,3.6
a-21.6x3.6,-21.6,3.6
a-18x3.6,-18,3.6
a-14.4x3.6,-14.4,3.6
a-10.8x3.6,-10.8,3.6
a-7.2x3.6,-7.2,3.6
a-3.6x3.6,-3.6,3.6
a0x3.6,0,3.6
a3.6x3.6,3.6,3.6
a7.2x3.6,7.2,3.6
a10.8x3.6,10.8,3.6
a14.4x3.6,14.4,3.6
a18x3.6,18,3.6
a21.6x3.6,21.6,3.6
a25.2x3.6,25.2,3.6
a28.8x3.6,28.8,3.6
a32.4x3.6,32.4,3.6
a36x3.6,36,3.6
a39.6x3.6,39.6,3.6
a43.2x3.6,43.2,3.6
a46.8x3.6,46.8,3.6
a50.4x3.6,50.4,3.6
a54x3.6,54,3.6
a57.6x3.6,57.6,3.6
a61.2x3.6,61.2,3.6
a64.8x3.6,64.8,3.6
a68.4x3.6,68.4,3.6
a72x3.6,72,3.6
a75.6x3.6,75.6,3.6
a79.2x3.6,79.2,3.6
a82.8x3.6,82.8,3.6
a86.4x3.6,86.4,3.6
a90x3.6,90,3.6
a93.6x3.6,93.6,3.6
a97.2x3.6,97.2,3.6
a100.8x3.6,100.8,3.6
a104.4x3.6,104.4,3.6
a108x3.6,108,3.6
a111.6x3.6,111.6,3.6
a115.2x3.6,115.2,3.6
a118.8x3.6,118.8,3.6
a122.4x3.6,122.4,3.6
a126x3.6,126,3.6
a129.6x3.6,129.6,3.6
a133.2x3.6,133.2,3.6
a136.8x3.6,136.8,3.6
a140.4x3.6,140.4,3.6
a144x3.6,144,3.6
a147.6x3.6,147.6,3.6
a151.2x3.6,151.2,3.6
a154.8x3.6,154.8,3.6
a158.4x3.6,158.4,3.6
a162x3.6,162,3.6
a165.6x3.6,165.6,3.6
a169.2x3.6,169.2,3.6
a172.8x3.6,172.8,3.6
a176.4x3.6,176.4,3.6
a-180x7.2,-180,7.2
a-176.4x7.2,-176.4,7.2
a-172.8x7.2,-172.8,7.2
a-169.2x7.2,-169.2,7.2
a-165.6x7.2,-165.6,7.2
a-162x7.2,-162,7.2
a-158.4x7.2,-158.4,7.2
a-154.8x7.2,-154.8,7.2
a-151.2x7.2,-151.2,7.2
a-147.6x7.2,-147.6,7.2
a-144x7.2,-144,7.2
a-140.4x7.2,-140.4,7.2
a-136.8x7.2,-136.8,7.2
a-133.2x7.2,-133.2,7.2
a-129.6x7.2,-129.6,7.2
a-126x7.2,-126,7.2
a-122.4x7.2,-122.4,7.2
a-118.8x7.2,-118.8,7.2
a-115.2x7.2,-115.2,7.2
a-111.6x7.2,-111.6,7.2
a-108x7.2,-108,7.2
a-104.4x7.2,-104.4,7.2
a-100.8x7.2,-100.8,7.2
a-97.2x7.2,-97.2,7.2
a-93.6x7.2,-93.6,7.2
a-90x7.2,-90,7.2
a-86.4x7.2,-86.4,7.2
a-82.8x7.2,-82.8,7.2
a-79.2x7.2,-79.2,7.2
a-75.6x7.2,-75.6,7.2
a-72x7.2,-72,7.2
a-68.4x7.2,-68.4,7.2
a-64.8x7.2,-64.8,7.2
a-61.2x7.2,-61.2,7.2
a-57.6x7.2,-57.6,7.2
a-54x7.2,-54,7.2
a-50.4x7.2,-50.4,7.2
a-46.8x7.2,-46.8,7.2
a-43.2x7.2,-43.2,7.2
a-39.6x7.2,-39.6,7.2
a-36x7.2,-36,7.2
a-32.4x7.2,-32.4,7.2
a-28.8x7.2,-28.8,7.2
